,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
215,Discuss the ethical challenges associated with Renaissance.,History,Renaissance,38.2,0.4,2909.0,1163.0,20.0,Apply,Moderate
216,Solve a comprehensive problem involving the core principles of Market Structures.,Economics,Market Structures,71.47,0.73,1436.0,1048.0,3.0,Understand,Easy
217,Analyze the relationship between Game Theory and the wider Economics field.,Economics,Game Theory,66.93,0.65,1256.0,816.0,20.0,Remember,Easy
218,Compare and contrast the primary theories of Surface Chemistry.,Chemistry,Surface Chemistry,33.92,0.32,2586.0,827.0,8.0,Analyze,Moderate
219,Describe a real-world application of General Physics in industry or daily life.,Science,General Physics,90.35,0.89,760.0,676.0,2.0,Remember,Easy
220,How has the understanding of Vocabulary evolved since the 20th century?,English,Vocabulary,13.73,0.11,835.0,91.0,20.0,Remember,Hard
221,How does Calculus affect the global economy or environment?,Maths,Calculus,30.82,0.31,456.0,141.0,1.0,Understand,Moderate
222,Identify the three most critical components of Knot theory.,Mathematics,Knot theory,83.24,0.82,1283.0,1052.0,18.0,Apply,Easy
223,Explain the step-by-step mechanism of Public Policy.,Social Science,Public Policy,75.1,0.71,1351.0,959.0,14.0,Apply,Hard
224,What is the significance of Biomolecules in modern Biology research?,Biology,Biomolecules,72.01,0.74,2494.0,1845.0,15.0,Understand,Medium
225,Draft a detailed overview of the mathematical foundations of Algebra. - Perspective 682,Maths,Algebra,35.09,0.35,1477.0,516.0,15.0,Analyze,Moderate
226,Evaluate the impact of Modern Poetry on society today.,English,Modern Poetry,30.69,0.28,711.0,199.0,3.0,Analyze,Medium
227,Predict the future trends of Kinematics over the next decade.,Physics,Kinematics,94.29,0.91,2670.0,2429.0,9.0,Evaluate,Medium
228,Draft a detailed overview of the mathematical foundations of Entropy.,Physics,Entropy,19.98,0.16,2921.0,467.0,11.0,Analyze,Moderate
229,What role does Ideal gas equation play in the advancement of Chemistry technology?,Chemistry,Ideal gas equation,19.15,0.2,1404.0,280.0,12.0,Apply,Medium
230,Propose a solution to a common challenge in Tenses.,English,Tenses,32.26,0.28,2624.0,734.0,9.0,Analyze,Moderate
231,How does Gene expression affect the global economy or environment?,Biology,Gene expression,33.6,0.29,1906.0,552.0,4.0,Evaluate,Easy
232,What are the most common misconceptions about Radioactivity?,Physics,Radioactivity,18.08,0.22,2290.0,503.0,14.0,Evaluate,Medium
233,Outline the historical development of Ecology concepts.,Science,Ecology,67.17,0.66,2090.0,1379.0,18.0,Create,Easy
234,How has the understanding of Functional Programming evolved since the 20th century?,Computer Science,Functional Programming,59.64,0.55,200.0,110.0,2.0,Create,Moderate
235,Draft a detailed overview of the mathematical foundations of Community Development.,Social Science,Community Development,69.97,0.72,821.0,591.0,20.0,Create,Moderate
236,How has the understanding of Plate Tectonics evolved since the 20th century?,Geography,Plate Tectonics,54.11,0.53,441.0,233.0,14.0,Remember,Medium
237,Propose a solution to a common challenge in Agriculture.,Geography,Agriculture,82.55,0.82,2966.0,2432.0,16.0,Analyze,Medium
238,Critique a major study or paper regarding Age of Discovery.,History,Age of Discovery,60.38,0.62,317.0,196.0,7.0,Apply,Moderate
239,Compare and contrast the primary theories of Probability.,Maths,Probability,25.42,0.24,725.0,174.0,6.0,Analyze,Hard
240,What role does Calculus play in the advancement of Mathematics technology?,Mathematics,Calculus,35.65,0.38,2832.0,1076.0,14.0,Create,Moderate
241,Describe a real-world application of Human Circulatory System in industry or daily life.,Biology,Human Circulatory System,73.65,0.77,305.0,234.0,18.0,Analyze,Moderate
242,Propose a solution to a common challenge in Energy Sources.,Science,Energy Sources,56.27,0.58,1755.0,1017.0,3.0,Analyze,Hard
243,How has the understanding of Electrochemistry evolved since the 20th century?,Chemistry,Electrochemistry,35.18,0.31,2948.0,913.0,10.0,Understand,Easy
244,Draft a detailed overview of the mathematical foundations of Hydrocarbons.,Chemistry,Hydrocarbons,22.32,0.27,1490.0,402.0,15.0,Create,Medium
245,How does Cyclones affect the global economy or environment?,Geography,Cyclones,41.29,0.4,612.0,244.0,10.0,Analyze,Easy
246,Compare and contrast the primary theories of Taxation.,Economics,Taxation,29.58,0.31,815.0,252.0,13.0,Create,Easy
247,Describe a real-world application of Macroeconomics in industry or daily life.,Economics,Macroeconomics,80.08,0.76,1551.0,1178.0,20.0,Apply,Medium
248,What role does Opportunity Cost play in the advancement of Economics technology?,Economics,Opportunity Cost,60.8,0.59,753.0,444.0,2.0,Analyze,Moderate
249,Outline the historical development of Energy Sources concepts. - Perspective 605,Science,Energy Sources,99.44,0.96,3000.0,2880.0,19.0,Apply,Moderate
250,Predict the future trends of Quantum mechanics over the next decade.,Physics,Quantum mechanics,27.72,0.31,1872.0,580.0,7.0,Understand,Moderate
251,What role does Constitutional Law play in the advancement of Social Science technology?,Social Science,Constitutional Law,95.54,0.95,651.0,618.0,9.0,Apply,Medium
252,Analyze the relationship between Radioactivity and the wider Physics field.,Physics,Radioactivity,80.57,0.76,2869.0,2180.0,4.0,Remember,Hard
253,Evaluate the impact of Vikings on society today.,History,Vikings,17.51,0.14,2524.0,353.0,3.0,Understand,Easy
254,Evaluate the impact of General Physics on society today.,Science,General Physics,21.5,0.21,2551.0,535.0,10.0,Understand,Medium
255,Discuss the ethical challenges associated with Human Rights.,Social Science,Human Rights,67.8,0.68,1827.0,1242.0,10.0,Understand,Easy
256,Critique a major study or paper regarding Protein synthesis.,Biology,Protein synthesis,51.78,0.56,1361.0,762.0,2.0,Understand,Easy
257,Examine the cross-disciplinary applications of Artificial Intelligence in other fields.,Computer Science,Artificial Intelligence,20.84,0.22,2808.0,617.0,6.0,Understand,Moderate
258,Solve a comprehensive problem involving the core principles of IoT.,Computer Science,IoT,85.1,0.89,1651.0,1469.0,4.0,Apply,Medium
259,Analyze the relationship between Real analysis and the wider Mathematics field.,Mathematics,Real analysis,14.07,0.18,1264.0,227.0,15.0,Remember,Hard
260,Compare and contrast the primary theories of Inflation.,Economics,Inflation,80.54,0.79,1619.0,1279.0,16.0,Analyze,Moderate
261,Evaluate the impact of PCR on society today.,Biology,PCR,89.8,0.85,2830.0,2405.0,10.0,Create,Medium
262,Explain the step-by-step mechanism of Harmonic oscillator.,Physics,Harmonic oscillator,90.24,0.87,1729.0,1504.0,4.0,Evaluate,Moderate
263,Solve a comprehensive problem involving the core principles of Western Ghats.,Geography,Western Ghats,13.94,0.17,1983.0,337.0,19.0,Remember,Hard
264,What role does Geometry play in the advancement of Maths technology?,Maths,Geometry,26.74,0.31,1086.0,336.0,19.0,Create,Easy
265,How has the understanding of Calculus evolved since the 20th century?,Maths,Calculus,88.78,0.84,1787.0,1501.0,16.0,Analyze,Moderate
266,Evaluate the impact of Polynomials on society today. - Perspective 904,Mathematics,Polynomials,51.41,0.51,2194.0,1118.0,3.0,Remember,Easy
267,What are the most common misconceptions about Statistics?,Maths,Statistics,61.81,0.59,1052.0,620.0,3.0,Remember,Easy
268,Describe a real-world application of PCR in industry or daily life.,Biology,PCR,65.11,0.61,463.0,282.0,11.0,Create,Moderate
269,Outline the historical development of Vocabulary concepts.,English,Vocabulary,84.48,0.87,822.0,715.0,3.0,Analyze,Hard
270,Summarize the key experimental findings related to Coordinate Geometry.,Mathematics,Coordinate Geometry,59.41,0.62,1239.0,768.0,7.0,Evaluate,Moderate
271,Critique a major study or paper regarding Evolution.,Biology,Evolution,88.96,0.89,1058.0,941.0,7.0,Evaluate,Moderate
272,Discuss the ethical challenges associated with Number theory.,Mathematics,Number theory,54.15,0.51,833.0,424.0,2.0,Understand,Easy
273,Evaluate the impact of Tenses on society today.,English,Tenses,35.04,0.37,2779.0,1028.0,8.0,Evaluate,Easy
274,Summarize the key experimental findings related to Object-Oriented Programming.,Computer Science,Object-Oriented Programming,68.4,0.65,2903.0,1886.0,11.0,Apply,Medium
275,Propose a solution to a common challenge in Algorithms.,Computer Science,Algorithms,56.11,0.53,2844.0,1507.0,3.0,Create,Hard
276,Describe a real-world application of Civics in industry or daily life.,Social Science,Civics,71.88,0.67,2519.0,1687.0,17.0,Analyze,Moderate
277,Examine the cross-disciplinary applications of Big O Notation in other fields.,Computer Science,Big O Notation,79.48,0.75,1351.0,1013.0,12.0,Analyze,Hard
278,Identify the three most critical components of Number Systems.,Maths,Number Systems,10.45,0.1,2854.0,285.0,10.0,Remember,Medium
279,Predict the future trends of Community Development over the next decade.,Social Science,Community Development,57.4,0.53,1880.0,996.0,13.0,Remember,Easy
280,Discuss the ethical challenges associated with Set theory.,Mathematics,Set theory,57.23,0.58,1668.0,967.0,12.0,Analyze,Moderate
281,Explain the step-by-step mechanism of Social Change.,Social Science,Social Change,59.14,0.59,136.0,80.0,2.0,Evaluate,Moderate
282,What are the most common misconceptions about Calculus?,Maths,Calculus,39.07,0.39,367.0,143.0,11.0,Create,Medium
283,What are the most common misconceptions about Cryptography?,Mathematics,Cryptography,81.83,0.8,78.0,62.0,16.0,Understand,Hard
284,Identify the three most critical components of Transpiration.,Biology,Transpiration,70.94,0.69,555.0,382.0,2.0,Evaluate,Medium
285,How has the understanding of Polynomials evolved since the 20th century?,Mathematics,Polynomials,36.51,0.35,348.0,121.0,5.0,Remember,Hard
286,Draft a detailed overview of the mathematical foundations of Human Geography.,Geography,Human Geography,79.67,0.79,797.0,629.0,8.0,Apply,Moderate
287,Discuss the ethical challenges associated with World War II. - Perspective 446,History,World War II,62.62,0.62,1569.0,972.0,2.0,Create,Hard
288,What is the significance of Reported Speech in modern English research?,English,Reported Speech,83.57,0.81,1938.0,1569.0,6.0,Evaluate,Hard
289,Explain the step-by-step mechanism of Financial Mathematics.,Mathematics,Financial Mathematics,21.44,0.17,397.0,67.0,12.0,Remember,Medium
290,Evaluate the impact of Calculus on society today.,Maths,Calculus,20.65,0.21,1143.0,240.0,12.0,Remember,Medium
291,Critique a major study or paper regarding Geometry.,Maths,Geometry,48.98,0.49,1215.0,595.0,13.0,Apply,Easy
292,Draft a detailed overview of the mathematical foundations of Determiners.,English,Determiners,58.23,0.54,1242.0,670.0,12.0,Analyze,Easy
293,Describe a real-world application of General Physics in industry or daily life. - Perspective 575,Science,General Physics,66.2,0.71,1631.0,1158.0,1.0,Evaluate,Easy
294,What is the significance of Energy Sources in modern Science research?,Science,Energy Sources,72.59,0.75,2942.0,2206.0,20.0,Evaluate,Hard
295,Critique a major study or paper regarding General Chemistry.,Science,General Chemistry,46.41,0.5,142.0,71.0,11.0,Remember,Hard
296,Solve a comprehensive problem involving the core principles of Opportunity Cost.,Economics,Opportunity Cost,68.66,0.69,1516.0,1046.0,4.0,Understand,Moderate
297,Predict the future trends of Ideal gas equation over the next decade.,Chemistry,Ideal gas equation,63.59,0.59,2664.0,1571.0,4.0,Create,Hard
298,Solve a comprehensive problem involving the core principles of Game Theory.,Economics,Game Theory,43.58,0.4,2853.0,1141.0,12.0,Create,Medium
299,Solve a comprehensive problem involving the core principles of Number Systems.,Maths,Number Systems,89.94,0.91,1251.0,1138.0,6.0,Create,Easy
300,Discuss the ethical challenges associated with Knot theory.,Mathematics,Knot theory,49.41,0.49,2768.0,1356.0,10.0,Apply,Hard
301,What are the most common misconceptions about Viruses?,Biology,Viruses,49.41,0.45,64.0,28.0,1.0,Create,Medium
302,What are the most common misconceptions about Idioms?,English,Idioms,75.49,0.79,1013.0,800.0,15.0,Analyze,Moderate
303,Discuss the ethical challenges associated with International Trade.,Economics,International Trade,31.49,0.34,1628.0,553.0,8.0,Create,Moderate
304,How does Microeconomics affect the global economy or environment?,Economics,Microeconomics,29.32,0.31,2940.0,911.0,12.0,Evaluate,Moderate
305,Summarize the key experimental findings related to Roman Empire.,History,Roman Empire,52.41,0.52,2093.0,1088.0,1.0,Remember,Easy
306,What role does French Revolution play in the advancement of History technology?,History,French Revolution,17.98,0.2,781.0,156.0,19.0,Apply,Easy
307,What are the most common misconceptions about Polymer Chemistry?,Chemistry,Polymer Chemistry,16.05,0.17,1332.0,226.0,6.0,Create,Moderate
308,Discuss the ethical challenges associated with Trigonometry.,Mathematics,Trigonometry,80.95,0.85,2115.0,1797.0,19.0,Remember,Easy
309,Outline the historical development of Stem cell research concepts.,Biology,Stem cell research,57.14,0.59,1044.0,615.0,18.0,Apply,Medium
310,Outline the historical development of Universe and Solar System concepts. - Perspective 415,Geography,Universe and Solar System,83.32,0.8,1745.0,1396.0,19.0,Evaluate,Easy
311,Outline the historical development of World War II concepts.,History,World War II,28.76,0.28,424.0,118.0,17.0,Remember,Medium
312,How does Deforestation affect the global economy or environment?,Geography,Deforestation,34.39,0.39,2439.0,951.0,15.0,Evaluate,Moderate
313,What is the significance of Probability in modern Maths research?,Maths,Probability,90.7,0.87,2538.0,2208.0,11.0,Create,Medium
314,What role does Dynamics play in the advancement of Physics technology?,Physics,Dynamics,21.78,0.26,572.0,148.0,19.0,Create,Easy
315,Examine the cross-disciplinary applications of Energy Sources in other fields.,Science,Energy Sources,42.1,0.41,2726.0,1117.0,7.0,Evaluate,Easy
316,Evaluate the impact of Ancient Egypt on society today.,History,Ancient Egypt,69.92,0.66,2570.0,1696.0,18.0,Evaluate,Moderate
317,Summarize the key experimental findings related to General Biology.,Science,General Biology,32.42,0.36,1799.0,647.0,10.0,Remember,Easy
318,Propose a solution to a common challenge in Number Systems.,Maths,Number Systems,18.3,0.22,2608.0,573.0,6.0,Remember,Easy
319,Describe a real-world application of French Revolution in industry or daily life.,History,French Revolution,24.25,0.29,516.0,149.0,1.0,Evaluate,Moderate
320,Summarize the key experimental findings related to Statistics.,Maths,Statistics,49.54,0.52,1749.0,909.0,14.0,Analyze,Moderate
321,What role does Periodic Classification play in the advancement of Chemistry technology?,Chemistry,Periodic Classification,56.62,0.58,796.0,461.0,10.0,Remember,Medium
322,Summarize the key experimental findings related to GDP.,Economics,GDP,34.31,0.31,2317.0,718.0,9.0,Apply,Hard
323,Solve a comprehensive problem involving the core principles of Macroeconomics.,Economics,Macroeconomics,15.01,0.19,2809.0,533.0,19.0,Apply,Moderate
